rho,betak1,psii1,Li1,gammai1,psii2,Li2,gammai2,psii3,Li3,gammai3,psii4,Li4,gammai4,psii5,Li5,gammai5,psii6,Li6,gammai6,psii7,Li7,gammai7,psii8,Li8,gammai8,psii9,Li9,gammai9,psii10,Li10,gammai10,beta,eta,L,gamma
3.880000e+00,7.422680e-01,6.517328e-12,5.986111e+00,1.670534e-01,6.517328e-12,5.986111e+00,1.670534e-01,6.517328e-12,5.986111e+00,1.670534e-01,6.517328e-12,5.986111e+00,1.670534e-01,6.517328e-12,5.986111e+00,1.670534e-01,2.013703e-08,5.944444e+00,6.728972e-01,2.013703e-08,5.944444e+00,6.728972e-01,2.013703e-08,5.944444e+00,6.728972e-01,2.013703e-08,5.944444e+00,6.728972e-01,2.013703e-08,5.944444e+00,6.728972e-01,7.422680e-01,1.000000e+00,5.965278e+01,4.190920e-01
3.890000e+00,7.429306e-01,6.385305e-12,5.986159e+00,1.670520e-01,6.385305e-12,5.986159e+00,1.670520e-01,6.385305e-12,5.986159e+00,1.670520e-01,6.385305e-12,5.986159e+00,1.670520e-01,6.385305e-12,5.986159e+00,1.670520e-01,1.974773e-08,5.944637e+00,6.728754e-01,1.974773e-08,5.944637e+00,6.728754e-01,1.974773e-08,5.944637e+00,6.728754e-01,1.974773e-08,5.944637e+00,6.728754e-01,1.974773e-08,5.944637e+00,6.728754e-01,7.429306e-01,1.000000e+00,5.965398e+01,4.190835e-01
3.900000e+00,7.435897e-01,6.256391e-12,5.986207e+00,1.670507e-01,6.256391e-12,5.986207e+00,1.670507e-01,6.256391e-12,5.986207e+00,1.670507e-01,6.256391e-12,5.986207e+00,1.670507e-01,6.256391e-12,5.986207e+00,1.670507e-01,1.936717e-08,5.944828e+00,6.728538e-01,1.936717e-08,5.944828e+00,6.728538e-01,1.936717e-08,5.944828e+00,6.728538e-01,1.936717e-08,5.944828e+00,6.728538e-01,1.936717e-08,5.944828e+00,6.728538e-01,7.435897e-01,1.000000e+00,5.965517e+01,4.190751e-01
3.910000e+00,7.442455e-01,6.130503e-12,5.986254e+00,1.670494e-01,6.130503e-12,5.986254e+00,1.670494e-01,6.130503e-12,5.986254e+00,1.670494e-01,6.130503e-12,5.986254e+00,1.670494e-01,6.130503e-12,5.986254e+00,1.670494e-01,1.899514e-08,5.945017e+00,6.728324e-01,1.899514e-08,5.945017e+00,6.728324e-01,1.899514e-08,5.945017e+00,6.728324e-01,1.899514e-08,5.945017e+00,6.728324e-01,1.899514e-08,5.945017e+00,6.728324e-01,7.442455e-01,1.000000e+00,5.965636e+01,4.190668e-01
3.920000e+00,7.448980e-01,6.007561e-12,5.986301e+00,1.670481e-01,6.007561e-12,5.986301e+00,1.670481e-01,6.007561e-12,5.986301e+00,1.670481e-01,6.007561e-12,5.986301e+00,1.670481e-01,6.007561e-12,5.986301e+00,1.670481e-01,1.863143e-08,5.945205e+00,6.728110e-01,1.863143e-08,5.945205e+00,6.728110e-01,1.863143e-08,5.945205e+00,6.728110e-01,1.863143e-08,5.945205e+00,6.728110e-01,1.863143e-08,5.945205e+00,6.728110e-01,7.448980e-01,1.000000e+00,5.965753e+01,4.190585e-01
3.930000e+00,7.455471e-01,5.887485e-12,5.986348e+00,1.670468e-01,5.887485e-12,5.986348e+00,1.670468e-01,5.887485e-12,5.986348e+00,1.670468e-01,5.887485e-12,5.986348e+00,1.670468e-01,5.887485e-12,5.986348e+00,1.670468e-01,1.827581e-08,5.945392e+00,6.727899e-01,1.827581e-08,5.945392e+00,6.727899e-01,1.827581e-08,5.945392e+00,6.727899e-01,1.827581e-08,5.945392e+00,6.727899e-01,1.827581e-08,5.945392e+00,6.727899e-01,7.455471e-01,1.000000e+00,5.965870e+01,4.190503e-01
3.940000e+00,7.461929e-01,5.770200e-12,5.986395e+00,1.670455e-01,5.770200e-12,5.986395e+00,1.670455e-01,5.770200e-12,5.986395e+00,1.670455e-01,5.770200e-12,5.986395e+00,1.670455e-01,5.770200e-12,5.986395e+00,1.670455e-01,1.792808e-08,5.945578e+00,6.727689e-01,1.792808e-08,5.945578e+00,6.727689e-01,1.792808e-08,5.945578e+00,6.727689e-01,1.792808e-08,5.945578e+00,6.727689e-01,1.792808e-08,5.945578e+00,6.727689e-01,7.461929e-01,1.000000e+00,5.965986e+01,4.190422e-01
3.950000e+00,7.468354e-01,5.655632e-12,5.986441e+00,1.670442e-01,5.655632e-12,5.986441e+00,1.670442e-01,5.655632e-12,5.986441e+00,1.670442e-01,5.655632e-12,5.986441e+00,1.670442e-01,5.655632e-12,5.986441e+00,1.670442e-01,1.758805e-08,5.945763e+00,6.727480e-01,1.758805e-08,5.945763e+00,6.727480e-01,1.758805e-08,5.945763e+00,6.727480e-01,1.758805e-08,5.945763e+00,6.727480e-01,1.758805e-08,5.945763e+00,6.727480e-01,7.468354e-01,1.000000e+00,5.966102e+01,4.190341e-01
3.960000e+00,7.474748e-01,5.543709e-12,5.986486e+00,1.670429e-01,5.543709e-12,5.986486e+00,1.670429e-01,5.543709e-12,5.986486e+00,1.670429e-01,5.543709e-12,5.986486e+00,1.670429e-01,5.543709e-12,5.986486e+00,1.670429e-01,1.725552e-08,5.945946e+00,6.727273e-01,1.725552e-08,5.945946e+00,6.727273e-01,1.725552e-08,5.945946e+00,6.727273e-01,1.725552e-08,5.945946e+00,6.727273e-01,1.725552e-08,5.945946e+00,6.727273e-01,7.474748e-01,1.000000e+00,5.966216e+01,4.190260e-01
3.970000e+00,7.481108e-01,5.434362e-12,5.986532e+00,1.670416e-01,5.434362e-12,5.986532e+00,1.670416e-01,5.434362e-12,5.986532e+00,1.670416e-01,5.434362e-12,5.986532e+00,1.670416e-01,5.434362e-12,5.986532e+00,1.670416e-01,1.693029e-08,5.946128e+00,6.727067e-01,1.693029e-08,5.946128e+00,6.727067e-01,1.693029e-08,5.946128e+00,6.727067e-01,1.693029e-08,5.946128e+00,6.727067e-01,1.693029e-08,5.946128e+00,6.727067e-01,7.481108e-01,1.000000e+00,5.966330e+01,4.190181e-01
3.980000e+00,7.487437e-01,5.327522e-12,5.986577e+00,1.670404e-01,5.327522e-12,5.986577e+00,1.670404e-01,5.327522e-12,5.986577e+00,1.670404e-01,5.327522e-12,5.986577e+00,1.670404e-01,5.327522e-12,5.986577e+00,1.670404e-01,1.661220e-08,5.946309e+00,6.726862e-01,1.661220e-08,5.946309e+00,6.726862e-01,1.661220e-08,5.946309e+00,6.726862e-01,1.661220e-08,5.946309e+00,6.726862e-01,1.661220e-08,5.946309e+00,6.726862e-01,7.487437e-01,1.000000e+00,5.966443e+01,4.190101e-01
3.990000e+00,7.493734e-01,5.223126e-12,5.986622e+00,1.670391e-01,5.223126e-12,5.986622e+00,1.670391e-01,5.223126e-12,5.986622e+00,1.670391e-01,5.223126e-12,5.986622e+00,1.670391e-01,5.223126e-12,5.986622e+00,1.670391e-01,1.630106e-08,5.946488e+00,6.726659e-01,1.630106e-08,5.946488e+00,6.726659e-01,1.630106e-08,5.946488e+00,6.726659e-01,1.630106e-08,5.946488e+00,6.726659e-01,1.630106e-08,5.946488e+00,6.726659e-01,7.493734e-01,1.000000e+00,5.966555e+01,4.190022e-01
4.000000e+00,7.500000e-01,5.121107e-12,5.986667e+00,1.670379e-01,5.121107e-12,5.986667e+00,1.670379e-01,5.121107e-12,5.986667e+00,1.670379e-01,5.121107e-12,5.986667e+00,1.670379e-01,5.121107e-12,5.986667e+00,1.670379e-01,1.599669e-08,5.946667e+00,6.726457e-01,1.599669e-08,5.946667e+00,6.726457e-01,1.599669e-08,5.946667e+00,6.726457e-01,1.599669e-08,5.946667e+00,6.726457e-01,1.599669e-08,5.946667e+00,6.726457e-01,7.500000e-01,1.000000e+00,5.966667e+01,4.189944e-01
4.010000e+00,7.506234e-01,5.021407e-12,5.986711e+00,1.670366e-01,5.021407e-12,5.986711e+00,1.670366e-01,5.021407e-12,5.986711e+00,1.670366e-01,5.021407e-12,5.986711e+00,1.670366e-01,5.021407e-12,5.986711e+00,1.670366e-01,1.569894e-08,5.946844e+00,6.726257e-01,1.569894e-08,5.946844e+00,6.726257e-01,1.569894e-08,5.946844e+00,6.726257e-01,1.569894e-08,5.946844e+00,6.726257e-01,1.569894e-08,5.946844e+00,6.726257e-01,7.506234e-01,1.000000e+00,5.966777e+01,4.189866e-01
4.020000e+00,7.512438e-01,4.923963e-12,5.986755e+00,1.670354e-01,4.923963e-12,5.986755e+00,1.670354e-01,4.923963e-12,5.986755e+00,1.670354e-01,4.923963e-12,5.986755e+00,1.670354e-01,4.923963e-12,5.986755e+00,1.670354e-01,1.540762e-08,5.947020e+00,6.726058e-01,1.540762e-08,5.947020e+00,6.726058e-01,1.540762e-08,5.947020e+00,6.726058e-01,1.540762e-08,5.947020e+00,6.726058e-01,1.540762e-08,5.947020e+00,6.726058e-01,7.512438e-01,1.000000e+00,5.966887e+01,4.189789e-01
4.030000e+00,7.518610e-01,4.828718e-12,5.986799e+00,1.670342e-01,4.828718e-12,5.986799e+00,1.670342e-01,4.828718e-12,5.986799e+00,1.670342e-01,4.828718e-12,5.986799e+00,1.670342e-01,4.828718e-12,5.986799e+00,1.670342e-01,1.512260e-08,5.947195e+00,6.725860e-01,1.512260e-08,5.947195e+00,6.725860e-01,1.512260e-08,5.947195e+00,6.725860e-01,1.512260e-08,5.947195e+00,6.725860e-01,1.512260e-08,5.947195e+00,6.725860e-01,7.518610e-01,1.000000e+00,5.966997e+01,4.189712e-01
4.040000e+00,7.524753e-01,4.735616e-12,5.986842e+00,1.670330e-01,4.735616e-12,5.986842e+00,1.670330e-01,4.735616e-12,5.986842e+00,1.670330e-01,4.735616e-12,5.986842e+00,1.670330e-01,4.735616e-12,5.986842e+00,1.670330e-01,1.484371e-08,5.947368e+00,6.725664e-01,1.484371e-08,5.947368e+00,6.725664e-01,1.484371e-08,5.947368e+00,6.725664e-01,1.484371e-08,5.947368e+00,6.725664e-01,1.484371e-08,5.947368e+00,6.725664e-01,7.524753e-01,1.000000e+00,5.967105e+01,4.189636e-01
4.050000e+00,7.530864e-01,4.644601e-12,5.986885e+00,1.670318e-01,4.644601e-12,5.986885e+00,1.670318e-01,4.644601e-12,5.986885e+00,1.670318e-01,4.644601e-12,5.986885e+00,1.670318e-01,4.644601e-12,5.986885e+00,1.670318e-01,1.457080e-08,5.947541e+00,6.725468e-01,1.457080e-08,5.947541e+00,6.725468e-01,1.457080e-08,5.947541e+00,6.725468e-01,1.457080e-08,5.947541e+00,6.725468e-01,1.457080e-08,5.947541e+00,6.725468e-01,7.530864e-01,1.000000e+00,5.967213e+01,4.189560e-01
4.060000e+00,7.536946e-01,4.555621e-12,5.986928e+00,1.670306e-01,4.555621e-12,5.986928e+00,1.670306e-01,4.555621e-12,5.986928e+00,1.670306e-01,4.555621e-12,5.986928e+00,1.670306e-01,4.555621e-12,5.986928e+00,1.670306e-01,1.430372e-08,5.947712e+00,6.725275e-01,1.430372e-08,5.947712e+00,6.725275e-01,1.430372e-08,5.947712e+00,6.725275e-01,1.430372e-08,5.947712e+00,6.725275e-01,1.430372e-08,5.947712e+00,6.725275e-01,7.536946e-01,1.000000e+00,5.967320e+01,4.189485e-01
4.070000e+00,7.542998e-01,4.468623e-12,5.986971e+00,1.670294e-01,4.468623e-12,5.986971e+00,1.670294e-01,4.468623e-12,5.986971e+00,1.670294e-01,4.468623e-12,5.986971e+00,1.670294e-01,4.468623e-12,5.986971e+00,1.670294e-01,1.404234e-08,5.947883e+00,6.725082e-01,1.404234e-08,5.947883e+00,6.725082e-01,1.404234e-08,5.947883e+00,6.725082e-01,1.404234e-08,5.947883e+00,6.725082e-01,1.404234e-08,5.947883e+00,6.725082e-01,7.542998e-01,1.000000e+00,5.967427e+01,4.189410e-01
4.080000e+00,7.549020e-01,4.383557e-12,5.987013e+00,1.670282e-01,4.383557e-12,5.987013e+00,1.670282e-01,4.383557e-12,5.987013e+00,1.670282e-01,4.383557e-12,5.987013e+00,1.670282e-01,4.383557e-12,5.987013e+00,1.670282e-01,1.378651e-08,5.948052e+00,6.724891e-01,1.378651e-08,5.948052e+00,6.724891e-01,1.378651e-08,5.948052e+00,6.724891e-01,1.378651e-08,5.948052e+00,6.724891e-01,1.378651e-08,5.948052e+00,6.724891e-01,7.549020e-01,1.000000e+00,5.967532e+01,4.189336e-01
4.090000e+00,7.555012e-01,4.300374e-12,5.987055e+00,1.670270e-01,4.300374e-12,5.987055e+00,1.670270e-01,4.300374e-12,5.987055e+00,1.670270e-01,4.300374e-12,5.987055e+00,1.670270e-01,4.300374e-12,5.987055e+00,1.670270e-01,1.353610e-08,5.948220e+00,6.724701e-01,1.353610e-08,5.948220e+00,6.724701e-01,1.353610e-08,5.948220e+00,6.724701e-01,1.353610e-08,5.948220e+00,6.724701e-01,1.353610e-08,5.948220e+00,6.724701e-01,7.555012e-01,1.000000e+00,5.967638e+01,4.189262e-01
4.100000e+00,7.560976e-01,4.219027e-12,5.987097e+00,1.670259e-01,4.219027e-12,5.987097e+00,1.670259e-01,4.219027e-12,5.987097e+00,1.670259e-01,4.219027e-12,5.987097e+00,1.670259e-01,4.219027e-12,5.987097e+00,1.670259e-01,1.329099e-08,5.948387e+00,6.724512e-01,1.329099e-08,5.948387e+00,6.724512e-01,1.329099e-08,5.948387e+00,6.724512e-01,1.329099e-08,5.948387e+00,6.724512e-01,1.329099e-08,5.948387e+00,6.724512e-01,7.560976e-01,1.000000e+00,5.967742e+01,4.189189e-01
4.110000e+00,7.566910e-01,4.139470e-12,5.987138e+00,1.670247e-01,4.139470e-12,5.987138e+00,1.670247e-01,4.139470e-12,5.987138e+00,1.670247e-01,4.139470e-12,5.987138e+00,1.670247e-01,4.139470e-12,5.987138e+00,1.670247e-01,1.305103e-08,5.948553e+00,6.724324e-01,1.305103e-08,5.948553e+00,6.724324e-01,1.305103e-08,5.948553e+00,6.724324e-01,1.305103e-08,5.948553e+00,6.724324e-01,1.305103e-08,5.948553e+00,6.724324e-01,7.566910e-01,1.000000e+00,5.967846e+01,4.189116e-01
4.120000e+00,7.572816e-01,4.061657e-12,5.987179e+00,1.670236e-01,4.061657e-12,5.987179e+00,1.670236e-01,4.061657e-12,5.987179e+00,1.670236e-01,4.061657e-12,5.987179e+00,1.670236e-01,4.061657e-12,5.987179e+00,1.670236e-01,1.281612e-08,5.948718e+00,6.724138e-01,1.281612e-08,5.948718e+00,6.724138e-01,1.281612e-08,5.948718e+00,6.724138e-01,1.281612e-08,5.948718e+00,6.724138e-01,1.281612e-08,5.948718e+00,6.724138e-01,7.572816e-01,1.000000e+00,5.967949e+01,4.189044e-01
4.130000e+00,7.578693e-01,3.985545e-12,5.987220e+00,1.670224e-01,3.985545e-12,5.987220e+00,1.670224e-01,3.985545e-12,5.987220e+00,1.670224e-01,3.985545e-12,5.987220e+00,1.670224e-01,3.985545e-12,5.987220e+00,1.670224e-01,1.258612e-08,5.948882e+00,6.723953e-01,1.258612e-08,5.948882e+00,6.723953e-01,1.258612e-08,5.948882e+00,6.723953e-01,1.258612e-08,5.948882e+00,6.723953e-01,1.258612e-08,5.948882e+00,6.723953e-01,7.578693e-01,1.000000e+00,5.968051e+01,4.188972e-01
4.140000e+00,7.584541e-01,3.911093e-12,5.987261e+00,1.670213e-01,3.911093e-12,5.987261e+00,1.670213e-01,3.911093e-12,5.987261e+00,1.670213e-01,3.911093e-12,5.987261e+00,1.670213e-01,3.911093e-12,5.987261e+00,1.670213e-01,1.236092e-08,5.949045e+00,6.723769e-01,1.236092e-08,5.949045e+00,6.723769e-01,1.236092e-08,5.949045e+00,6.723769e-01,1.236092e-08,5.949045e+00,6.723769e-01,1.236092e-08,5.949045e+00,6.723769e-01,7.584541e-01,1.000000e+00,5.968153e+01,4.188901e-01
4.150000e+00,7.590361e-01,3.838257e-12,5.987302e+00,1.670201e-01,3.838257e-12,5.987302e+00,1.670201e-01,3.838257e-12,5.987302e+00,1.670201e-01,3.838257e-12,5.987302e+00,1.670201e-01,3.838257e-12,5.987302e+00,1.670201e-01,1.214041e-08,5.949206e+00,6.723586e-01,1.214041e-08,5.949206e+00,6.723586e-01,1.214041e-08,5.949206e+00,6.723586e-01,1.214041e-08,5.949206e+00,6.723586e-01,1.214041e-08,5.949206e+00,6.723586e-01,7.590361e-01,1.000000e+00,5.968254e+01,4.188830e-01
4.160000e+00,7.596154e-01,3.767000e-12,5.987342e+00,1.670190e-01,3.767000e-12,5.987342e+00,1.670190e-01,3.767000e-12,5.987342e+00,1.670190e-01,3.767000e-12,5.987342e+00,1.670190e-01,3.767000e-12,5.987342e+00,1.670190e-01,1.192448e-08,5.949367e+00,6.723404e-01,1.192448e-08,5.949367e+00,6.723404e-01,1.192448e-08,5.949367e+00,6.723404e-01,1.192448e-08,5.949367e+00,6.723404e-01,1.192448e-08,5.949367e+00,6.723404e-01,7.596154e-01,1.000000e+00,5.968354e+01,4.188759e-01
4.170000e+00,7.601918e-01,3.697281e-12,5.987382e+00,1.670179e-01,3.697281e-12,5.987382e+00,1.670179e-01,3.697281e-12,5.987382e+00,1.670179e-01,3.697281e-12,5.987382e+00,1.670179e-01,3.697281e-12,5.987382e+00,1.670179e-01,1.171301e-08,5.949527e+00,6.723224e-01,1.171301e-08,5.949527e+00,6.723224e-01,1.171301e-08,5.949527e+00,6.723224e-01,1.171301e-08,5.949527e+00,6.723224e-01,1.171301e-08,5.949527e+00,6.723224e-01,7.601918e-01,1.000000e+00,5.968454e+01,4.188689e-01
4.180000e+00,7.607656e-01,3.629062e-12,5.987421e+00,1.670168e-01,3.629062e-12,5.987421e+00,1.670168e-01,3.629062e-12,5.987421e+00,1.670168e-01,3.629062e-12,5.987421e+00,1.670168e-01,3.629062e-12,5.987421e+00,1.670168e-01,1.150590e-08,5.949686e+00,6.723044e-01,1.150590e-08,5.949686e+00,6.723044e-01,1.150590e-08,5.949686e+00,6.723044e-01,1.150590e-08,5.949686e+00,6.723044e-01,1.150590e-08,5.949686e+00,6.723044e-01,7.607656e-01,1.000000e+00,5.968553e+01,4.188620e-01
4.190000e+00,7.613365e-01,3.562308e-12,5.987461e+00,1.670157e-01,3.562308e-12,5.987461e+00,1.670157e-01,3.562308e-12,5.987461e+00,1.670157e-01,3.562308e-12,5.987461e+00,1.670157e-01,3.562308e-12,5.987461e+00,1.670157e-01,1.130306e-08,5.949843e+00,6.722866e-01,1.130306e-08,5.949843e+00,6.722866e-01,1.130306e-08,5.949843e+00,6.722866e-01,1.130306e-08,5.949843e+00,6.722866e-01,1.130306e-08,5.949843e+00,6.722866e-01,7.613365e-01,1.000000e+00,5.968652e+01,4.188550e-01
4.200000e+00,7.619048e-01,3.496982e-12,5.987500e+00,1.670146e-01,3.496982e-12,5.987500e+00,1.670146e-01,3.496982e-12,5.987500e+00,1.670146e-01,3.496982e-12,5.987500e+00,1.670146e-01,3.496982e-12,5.987500e+00,1.670146e-01,1.110437e-08,5.950000e+00,6.722689e-01,1.110437e-08,5.950000e+00,6.722689e-01,1.110437e-08,5.950000e+00,6.722689e-01,1.110437e-08,5.950000e+00,6.722689e-01,1.110437e-08,5.950000e+00,6.722689e-01,7.619048e-01,1.000000e+00,5.968750e+01,4.188482e-01
4.210000e+00,7.624703e-01,3.433049e-12,5.987539e+00,1.670135e-01,3.433049e-12,5.987539e+00,1.670135e-01,3.433049e-12,5.987539e+00,1.670135e-01,3.433049e-12,5.987539e+00,1.670135e-01,3.433049e-12,5.987539e+00,1.670135e-01,1.090975e-08,5.950156e+00,6.722513e-01,1.090975e-08,5.950156e+00,6.722513e-01,1.090975e-08,5.950156e+00,6.722513e-01,1.090975e-08,5.950156e+00,6.722513e-01,1.090975e-08,5.950156e+00,6.722513e-01,7.624703e-01,1.000000e+00,5.968847e+01,4.188413e-01
4.220000e+00,7.630332e-01,3.370476e-12,5.987578e+00,1.670124e-01,3.370476e-12,5.987578e+00,1.670124e-01,3.370476e-12,5.987578e+00,1.670124e-01,3.370476e-12,5.987578e+00,1.670124e-01,3.370476e-12,5.987578e+00,1.670124e-01,1.071909e-08,5.950311e+00,6.722338e-01,1.071909e-08,5.950311e+00,6.722338e-01,1.071909e-08,5.950311e+00,6.722338e-01,1.071909e-08,5.950311e+00,6.722338e-01,1.071909e-08,5.950311e+00,6.722338e-01,7.630332e-01,1.000000e+00,5.968944e+01,4.188345e-01
4.230000e+00,7.635934e-01,3.309229e-12,5.987616e+00,1.670114e-01,3.309229e-12,5.987616e+00,1.670114e-01,3.309229e-12,5.987616e+00,1.670114e-01,3.309229e-12,5.987616e+00,1.670114e-01,3.309229e-12,5.987616e+00,1.670114e-01,1.053231e-08,5.950464e+00,6.722164e-01,1.053231e-08,5.950464e+00,6.722164e-01,1.053231e-08,5.950464e+00,6.722164e-01,1.053231e-08,5.950464e+00,6.722164e-01,1.053231e-08,5.950464e+00,6.722164e-01,7.635934e-01,1.000000e+00,5.969040e+01,4.188278e-01
4.240000e+00,7.641509e-01,3.249277e-12,5.987654e+00,1.670103e-01,3.249277e-12,5.987654e+00,1.670103e-01,3.249277e-12,5.987654e+00,1.670103e-01,3.249277e-12,5.987654e+00,1.670103e-01,3.249277e-12,5.987654e+00,1.670103e-01,1.034932e-08,5.950617e+00,6.721992e-01,1.034932e-08,5.950617e+00,6.721992e-01,1.034932e-08,5.950617e+00,6.721992e-01,1.034932e-08,5.950617e+00,6.721992e-01,1.034932e-08,5.950617e+00,6.721992e-01,7.641509e-01,1.000000e+00,5.969136e+01,4.188211e-01
4.250000e+00,7.647059e-01,3.190588e-12,5.987692e+00,1.670092e-01,3.190588e-12,5.987692e+00,1.670092e-01,3.190588e-12,5.987692e+00,1.670092e-01,3.190588e-12,5.987692e+00,1.670092e-01,3.190588e-12,5.987692e+00,1.670092e-01,1.017002e-08,5.950769e+00,6.721820e-01,1.017002e-08,5.950769e+00,6.721820e-01,1.017002e-08,5.950769e+00,6.721820e-01,1.017002e-08,5.950769e+00,6.721820e-01,1.017002e-08,5.950769e+00,6.721820e-01,7.647059e-01,1.000000e+00,5.969231e+01,4.188144e-01
4.260000e+00,7.652582e-01,3.133132e-12,5.987730e+00,1.670082e-01,3.133132e-12,5.987730e+00,1.670082e-01,3.133132e-12,5.987730e+00,1.670082e-01,3.133132e-12,5.987730e+00,1.670082e-01,3.133132e-12,5.987730e+00,1.670082e-01,9.994335e-09,5.950920e+00,6.721649e-01,9.994335e-09,5.950920e+00,6.721649e-01,9.994335e-09,5.950920e+00,6.721649e-01,9.994335e-09,5.950920e+00,6.721649e-01,9.994335e-09,5.950920e+00,6.721649e-01,7.652582e-01,1.000000e+00,5.969325e+01,4.188078e-01
4.270000e+00,7.658080e-01,3.076879e-12,5.987768e+00,1.670072e-01,3.076879e-12,5.987768e+00,1.670072e-01,3.076879e-12,5.987768e+00,1.670072e-01,3.076879e-12,5.987768e+00,1.670072e-01,3.076879e-12,5.987768e+00,1.670072e-01,9.822182e-09,5.951070e+00,6.721480e-01,9.822182e-09,5.951070e+00,6.721480e-01,9.822182e-09,5.951070e+00,6.721480e-01,9.822182e-09,5.951070e+00,6.721480e-01,9.822182e-09,5.951070e+00,6.721480e-01,7.658080e-01,1.000000e+00,5.969419e+01,4.188012e-01
4.280000e+00,7.663551e-01,3.021802e-12,5.987805e+00,1.670061e-01,3.021802e-12,5.987805e+00,1.670061e-01,3.021802e-12,5.987805e+00,1.670061e-01,3.021802e-12,5.987805e+00,1.670061e-01,3.021802e-12,5.987805e+00,1.670061e-01,9.653479e-09,5.951220e+00,6.721311e-01,9.653479e-09,5.951220e+00,6.721311e-01,9.653479e-09,5.951220e+00,6.721311e-01,9.653479e-09,5.951220e+00,6.721311e-01,9.653479e-09,5.951220e+00,6.721311e-01,7.663551e-01,1.000000e+00,5.969512e+01,4.187947e-01
4.290000e+00,7.668998e-01,2.967871e-12,5.987842e+00,1.670051e-01,2.967871e-12,5.987842e+00,1.670051e-01,2.967871e-12,5.987842e+00,1.670051e-01,2.967871e-12,5.987842e+00,1.670051e-01,2.967871e-12,5.987842e+00,1.670051e-01,9.488146e-09,5.951368e+00,6.721144e-01,9.488146e-09,5.951368e+00,6.721144e-01,9.488146e-09,5.951368e+00,6.721144e-01,9.488146e-09,5.951368e+00,6.721144e-01,9.488146e-09,5.951368e+00,6.721144e-01,7.668998e-01,1.000000e+00,5.969605e+01,4.187882e-01
4.300000e+00,7.674419e-01,2.915059e-12,5.987879e+00,1.670040e-01,2.915059e-12,5.987879e+00,1.670040e-01,2.915059e-12,5.987879e+00,1.670040e-01,2.915059e-12,5.987879e+00,1.670040e-01,2.915059e-12,5.987879e+00,1.670040e-01,9.326106e-09,5.951515e+00,6.720978e-01,9.326106e-09,5.951515e+00,6.720978e-01,9.326106e-09,5.951515e+00,6.720978e-01,9.326106e-09,5.951515e+00,6.720978e-01,9.326106e-09,5.951515e+00,6.720978e-01,7.674419e-01,1.000000e+00,5.969697e+01,4.187817e-01
4.310000e+00,7.679814e-01,2.863341e-12,5.987915e+00,1.670030e-01,2.863341e-12,5.987915e+00,1.670030e-01,2.863341e-12,5.987915e+00,1.670030e-01,2.863341e-12,5.987915e+00,1.670030e-01,2.863341e-12,5.987915e+00,1.670030e-01,9.167287e-09,5.951662e+00,6.720812e-01,9.167287e-09,5.951662e+00,6.720812e-01,9.167287e-09,5.951662e+00,6.720812e-01,9.167287e-09,5.951662e+00,6.720812e-01,9.167287e-09,5.951662e+00,6.720812e-01,7.679814e-01,1.000000e+00,5.969789e+01,4.187753e-01
4.320000e+00,7.685185e-01,2.812690e-12,5.987952e+00,1.670020e-01,2.812690e-12,5.987952e+00,1.670020e-01,2.812690e-12,5.987952e+00,1.670020e-01,2.812690e-12,5.987952e+00,1.670020e-01,2.812690e-12,5.987952e+00,1.670020e-01,9.011613e-09,5.951807e+00,6.720648e-01,9.011613e-09,5.951807e+00,6.720648e-01,9.011613e-09,5.951807e+00,6.720648e-01,9.011613e-09,5.951807e+00,6.720648e-01,9.011613e-09,5.951807e+00,6.720648e-01,7.685185e-01,1.000000e+00,5.969880e+01,4.187689e-01
4.330000e+00,7.690531e-01,2.763082e-12,5.987988e+00,1.670010e-01,2.763082e-12,5.987988e+00,1.670010e-01,2.763082e-12,5.987988e+00,1.670010e-01,2.763082e-12,5.987988e+00,1.670010e-01,2.763082e-12,5.987988e+00,1.670010e-01,8.859014e-09,5.951952e+00,6.720484e-01,8.859014e-09,5.951952e+00,6.720484e-01,8.859014e-09,5.951952e+00,6.720484e-01,8.859014e-09,5.951952e+00,6.720484e-01,8.859014e-09,5.951952e+00,6.720484e-01,7.690531e-01,1.000000e+00,5.969970e+01,4.187626e-01
4.340000e+00,7.695853e-01,2.714491e-12,5.988024e+00,1.670000e-01,2.714491e-12,5.988024e+00,1.670000e-01,2.714491e-12,5.988024e+00,1.670000e-01,2.714491e-12,5.988024e+00,1.670000e-01,2.714491e-12,5.988024e+00,1.670000e-01,8.709422e-09,5.952096e+00,6.720322e-01,8.709422e-09,5.952096e+00,6.720322e-01,8.709422e-09,5.952096e+00,6.720322e-01,8.709422e-09,5.952096e+00,6.720322e-01,8.709422e-09,5.952096e+00,6.720322e-01,7.695853e-01,1.000000e+00,5.970060e+01,4.187563e-01
4.350000e+00,7.701149e-01,2.666894e-12,5.988060e+00,1.669990e-01,2.666894e-12,5.988060e+00,1.669990e-01,2.666894e-12,5.988060e+00,1.669990e-01,2.666894e-12,5.988060e+00,1.669990e-01,2.666894e-12,5.988060e+00,1.669990e-01,8.562768e-09,5.952239e+00,6.720160e-01,8.562768e-09,5.952239e+00,6.720160e-01,8.562768e-09,5.952239e+00,6.720160e-01,8.562768e-09,5.952239e+00,6.720160e-01,8.562768e-09,5.952239e+00,6.720160e-01,7.701149e-01,1.000000e+00,5.970149e+01,4.187500e-01
